pmid;pmcid;doi;publisher_id;journal;journal_domain;journal_field;journal_subfield;n_authors;is_plos;is_bmc;title;n_references_tot;n_references;has_das;das_encouraged;das_required;das;p_year;p_month;has_month;n_cit_2;n_cit_3;n_cit_5;n_cit_tot;h_index_min;h_index_max;h_index_mean;h_index_median;das_class;j_lower
30521634.0;6283599;10.1371/journal.pone.0208702;PONE-D-18-05496;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Optimizing beat synchronized running to music;44;31;True;True;True;All data files and scripts are available via https://doi.org/10.5281/zenodo.1467592.;2018;7;True;0;0;0;0;1.0;4.0;2.4;2.0;3;plos one
27317355.0;4912802;10.1186/s12993-016-0102-3;102;Behavioral and Brain Functions : BBF;Health Sciences;Psychology & Cognitive Sciences;Experimental Psychology;6;False;True;Developmental stress elicits preference for methamphetamine in the spontaneously hypertensive rat model of attention-deficit/hyperactivity disorder;63;58;True;True;True;The dataset supporting the conclusions of this article is available in the Zenodo repository, doi: 10.5281/zenodo.52569, https://zenodo.org/record/52569#.V0V3Cfl95NA [63].;2016;6;True;0;0;0;0;0.0;5.0;1.0;0.0;3;behavioral and brain functions
26335248.0;4559433;10.1371/journal.pone.0130433;PONE-D-15-07909;PLoS ONE;General;General Science & Technology;General Science & Technology;8;True;False;A Web Resource for Standardized Benchmark Datasets, Metrics, and Rosetta Protocols for Macromolecular Modeling and Design;53;37;True;True;True;The benchmarking web resource is available at (https://kortemmelab.ucsf.edu/benchmarks). Benchmark captures are available at the aforementioned website and via Zenodo (DOIs: 10.5281/zenodo.18593, 10.5281/zenodo.18594, 10.5281/zenodo.18595, 10.5281/zenodo.18596).;2015;7;True;0;2;4;4;0.0;4.0;1.25;1.0;3;plos one
25886870.0;4358783;10.1186/s12862-015-0312-6;312;BMC Evolutionary Biology;Natural Sciences;Biology;Evolutionary Biology;3;False;True;Declining transition/transversion ratios through time reveal limitations to the accuracy of nucleotide substitution models;47;43;True;True;False;The data sets and computer code supporting the results of this study are available in the GitHub repository, doi:10.5281/zenodo.14824;2015;3;True;2;2;7;7;2.0;8.0;4.667;4.0;3;bmc evolutionary biology
29768460.0;5955558;10.1371/journal.pone.0197208;PONE-D-18-00817;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;A guide to automated apoptosis detection: How to make sense of imaging flow cytometry data;44;19;True;True;True;All relevant data are within the paper and its Supporting Information files. Matlab scripts are available via Zenodo (https://zenodo.org/record/1220090).;2018;5;True;1;1;1;1;1.0;4.0;2.0;2.0;2;plos one
29370291.0;5785011;10.1371/journal.pone.0191888;PONE-D-17-37638;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Why do people donate to conservation? Insights from a ‘real world’ campaign;66;7;True;True;True;Data are available as Veríssimo, Diogo. (2017). Why do people donate to conservation? Insights from a 'real world' campaign [Data set]. Zenodo. http://doi.org/10.5281/zenodo.1140069.;2018;1;True;0;0;0;0;0.0;2.0;1.2;1.0;3;plos one
28658255.0;5489170;10.1371/journal.pone.0179432;PONE-D-17-02062;PLoS ONE;General;General Science & Technology;General Science & Technology;8;True;False;Parallel body shape divergence in the Neotropical fish genus Rhoadsia (Teleostei: Characidae) along elevational gradients of the western slopes of the Ecuadorian Andes;95;36;True;True;True;Genetic data are available from NCBI GenBank database (accession Nos. KY440344—KY440356 for COI sequences and KY440357—KY440361 for S7i2 sequences). Morphological data (TPS files, linear measures and size adjusted CV scores) are available from the Zenodo depository (DOIs: 10.5281/zenodo.245964 and 10.5281/zenodo.245995).;2017;6;True;0;0;0;0;0.0;0.0;0.0;0.0;3;plos one
25992602.0;4437979;10.1371/journal.pone.0126089;PONE-D-14-50853;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;A Questionnaire for the Assessment of Violent Behaviors in Young Couples: The Italian Version of Dating Violence Questionnaire (DVQ);40;14;True;True;True;All data files are available from the Zenodo database: (https://zenodo.org/record/16073), DOI: 10.5281/zenodo.16073;2015;5;True;0;0;0;0;0.0;2.0;0.75;0.5;3;plos one
30296940.0;6176515;10.1186/s13059-018-1538-6;1538;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;6;False;True;CRISPhieRmix: a hierarchical mixture model for CRISPR pooled screens;46;38;True;True;True;We have made the CRISPhieRmix software available as an open source R package at https://github.com/timydaley/CRISPhieRmix[46] with a GPL license (10.5281/zenodo.1412684). Instructions for installation, detailed usage, and examples are contained in the manual.;2018;7;True;0;0;0;0;0.0;7.0;2.333;1.5;3;genome biology
30083313.0;6069828;10.1186/s13756-018-0383-4;383;Antimicrobial Resistance and Infection Control;;;;11;False;True;Implementing an infection control and prevention program decreases the incidence of healthcare-associated infections and antibiotic resistance in a Russian neuro-ICU;27;18;True;True;True;The datasets generated and/or analyzed during the current study are available in the Zenodo repository, 10.5281/zenodo.1021503). The code for data analysis is available at https://github.com/KseniaErshova/IPC_paper.git.;2018;7;True;0;0;0;0;0.0;1.0;0.182;0.0;3;antimicrobial resistance and infection control
30442178.0;6238410;10.1186/s13073-018-0591-9;591;Genome Medicine;;;;5;False;True;Computational analysis reveals histotype-dependent molecular profile and actionable mutation effects across cancers;29;27;True;True;True;All data used in this study is publicly available. TCGA data via BROAD: 10.7908/C11G0KM9. Cell line data via PharmacoGx [29] 10.5281/zenodo.1038045.;2018;7;True;0;0;0;0;1.0;6.0;3.8;5.0;3;genome medicine
27554097.0;4995758;10.1186/s12864-016-2926-5;2926;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;False;True;Advantages of continuous genotype values over genotype classes for GWAS in higher polyploids: a comparative study in hexaploid chrysanthemum;44;32;True;True;True;The genotype data set supporting the results of this article is available in the Zenodo repository, http://zenodo.org/record/46285.;2016;7;True;2;2;2;2;0.0;5.0;2.4;2.0;1;bmc genomics
28743313.0;5526285;10.1186/s13063-017-2094-1;2094;Trials;Health Sciences;Clinical Medicine;General & Internal Medicine;4;False;True;Behavioral weight-loss treatment plus motivational interviewing versus attention control: lessons learned from a randomized controlled trial;57;41;True;True;True;The dataset supporting the conclusions of this article is available in the Zenodo.org repository at https://zenodo.org/record/54756#.V6kAX5MrJE5.;2017;7;True;1;1;1;1;0.0;2.0;0.75;0.5;3;trials
27333808.0;4918128;10.1186/s13059-016-0989-x;989;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;6;False;True;MUFFINN: cancer gene discovery via network analysis of somatic mutation data;71;71;True;True;True;The web application of MUFFINN is available at http://www.inetbio.org/muffinn/. Prediction of cancer genes based on network-centric analysis of cancer mutation data can be conducted by simply submitting mutation frequencies for individual genes. Stand-alone software with source code for running MUFFINN on local machines is also available from the download page of the above web site and GitHub (https://github.com/netbiolab/MUFFINN, doi: 10.5281/zenodo.51378) under the GPL-3.0 license.;2016;6;True;6;6;6;6;2.0;8.0;5.167000000000001;5.0;3;genome biology
28407016.0;5391120;10.1371/journal.pone.0175856;PONE-D-16-48347;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Learning from label proportions in brain-computer interfaces: Online unsupervised learning with guarantees;51;36;True;True;True;The EEG data of the online study (N = 13) together with the EEG data for simulations (N = 5) are available from the Zenodo database (DOI: http://doi.org/10.5281/zenodo.192684).;2017;4;True;0;0;0;0;0.0;7.0;2.333;1.0;3;plos one
27153324.0;4859514;10.1371/journal.pone.0155138;PONE-D-16-04124;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;Systemic Inflammation: Methodological Approaches to Identification of the Common Pathological Process;11;6;True;True;True;"All primary tabled data files are available from https://zenodo.org/record/47638?ln=en#.VvJFQzE7pto; DOI 10.5281/zenodo.47638.";2016;5;True;1;3;3;3;0.0;0.0;0.0;0.0;3;plos one
29570729.0;5865731;10.1371/journal.pone.0194686;PONE-D-17-45041;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Expand your body when you look at yourself: The role of the posture in a mirror exposure task;54;41;True;True;True;The data underlying this study have been uploaded to Zenodo and are accessible using the following DOI: 10.5281/zenodo.1195550.;2018;3;True;0;0;0;0;0.0;3.0;1.3330000000000002;1.5;3;plos one
29747574.0;5946580;10.1186/s12711-018-0395-9;395;Genetics, Selection, Evolution : GSE;Applied Sciences;Agriculture, Fisheries & Forestry;Dairy & Animal Science;3;False;True;Longitudinal analysis of direct and indirect effects on average daily gain in rabbits using a structured antedependence model;53;49;True;True;True;The datasets used and analyzed in the current study are available from MP on reasonable request. The program used to run the SAD model (10.5281/zenodo.1228058) is freely available on the zenodo website (https://zenodo.org/record/1228058).;2018;5;True;0;0;0;0;1.0;1.0;1.0;1.0;1;genetics, selection, evolution
29433491.0;5809973;10.1186/s12913-018-2912-5;2912;BMC Health Services Research;Health Sciences;Public Health & Health Services;Health Policy & Services;5;False;True;Barriers to delivering mental health services in Georgia with an economic and financial focus: informing policy and acting on evidence;21;12;True;True;True;The quantitative data supporting the conclusions of this article are available in the Zenodo repository [data could be found at https://zenodo.org/record/49624#.Vw5Fs5N95-U].;2018;2;True;1;1;1;1;0.0;4.0;1.8;1.0;3;bmc health services research
29879899.0;5992656;10.1186/s12860-018-0155-2;155;BMC Cell Biology;Health Sciences;Biomedical Research;Biochemistry & Molecular Biology;8;False;True;The C-terminus of the oncoprotein TGAT is necessary for plasma membrane association and efficient RhoA-mediated signaling;41;41;True;True;True;Plasmids and plasmid information is available from addgene (http://www.addgene.org/Dorus_Gadella/), most experimental data is presented in the manuscript. The raw data is available at Zenodo: 10.5281/zenodo.1092754;2018;6;True;0;0;0;0;0.0;0.0;0.0;0.0;1;bmc cell biology
29672626.0;5909611;10.1371/journal.pone.0195822;PONE-D-17-23832;PLoS ONE;General;General Science & Technology;General Science & Technology;8;True;False;Engystol reduces onset of experimental respiratory syncytial virus-induced respiratory inflammation in mice by modulating macrophage phagocytic capacity;27;24;True;True;True;All relevant data are within the paper and additionally the complete raw data files are available from the Zenodo Database (accession number: https://doi.org/10.5281/zenodo.816272).;2018;4;True;0;0;0;0;0.0;4.0;0.875;0.5;3;plos one
30048541.0;6062124;10.1371/journal.pone.0201495;PONE-D-18-13125;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;Skills attained by infants with congenital Zika syndrome: Pilot data from Brazil;14;9;True;True;True;All files are available from the Skills attained by infants with congenital Zika syndrome dataset, found at https://doi.org/10.5281/zenodo.1308921.;2018;7;True;0;0;0;0;0.0;2.0;0.556;0.0;3;plos one
27268795.0;4893825;10.1186/s13059-016-0974-4;974;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;8;False;True;The Ensembl Variant Effect Predictor;97;65;True;True;True;The dataset supporting the conclusions of this article is available from Illumina’s Platinum Genomes [93] and using the Ensembl release 75 gene set. Pre-built data sets are available for all Ensembl and Ensembl Genomes species [94]. They can also be downloaded automatically during set up whilst installing the VEP.Project name: Ensembl Variant Effect PredictorProject home page: http://www.ensembl.org/vepArchived version: https://github.com/Ensembl/ensembl-tools/archive/release/83.zipZenodo deposit: https://zenodo.org/record/50492#.Vx9TJ5MrKEIOperating system: platform independentProgramming language: PerlOther requirements: Perl 5.10 or higher and the DBI and DBD::mysql modulesLicense: Apache 2.0Any restrictions to use by non-academics: none. Project name: Ensembl Variant Effect Predictor Project home page: http://www.ensembl.org/vep Archived version: https://github.com/Ensembl/ensembl-tools/archive/release/83.zip Zenodo deposit: https://zenodo.org/record/50492#.Vx9TJ5MrKEI Operating system: platform independent Programming language: Perl Other requirements: Perl 5.10 or higher and the DBI and DBD::mysql modules License: Apache 2.0 Any restrictions to use by non-academics: none.;2016;6;True;68;129;129;129;5.0;25.0;9.25;7.0;3;genome biology
29107986.0;5673200;10.1371/journal.pone.0187538;PONE-D-17-25121;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;Distributed rewiring model for complex networking: The effect of local rewiring rules on final structural properties;39;11;True;True;True;The code that supports this work is available in: https://doi.org/10.5281/zenodo.996625. And the data is available in: https://doi.org/10.5281/zenodo.996601.;2017;7;True;0;0;0;0;0.0;0.0;0.0;0.0;3;plos one
26421722.0;4589282;10.1371/journal.pone.0137993;PONE-D-15-29036;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Agent-Based Model Forecasts Aging of the Population of People Who Inject Drugs in Metropolitan Chicago and Changing Prevalence of Hepatitis C Infections;69;48;True;True;True;The source code of APK and all related tools can be accessed on the website [https://github.com/sashagutfraind/apk]. The software includes compiled binaries (available from https://zenodo.org/record/21714) that could be run on any system that supports Java 7 SE and simulated PWID databases to enable experimentation with APK. The authors are unable to provide direct access to the underlying PWID databases because they are considered Protected Health Information under institutional, state and federal laws. The Institutional Review Board of the University of Illinois (CNEP, YSN) and the Chicago Department of Public Health (NHBS) prohibit direct sharing of these data as they contain protected health information (PHS), including age and residence, about PWID.;2015;7;True;0;0;0;0;0.0;1.0;0.667;1.0;1;plos one
29232375.0;5726619;10.1371/journal.pbio.2002760;pbio.2002760;PLoS Biology;Health Sciences;Biomedical Research;Developmental Biology;18;True;False;A persistent lack of international representation on editorial boards in environmental biology;33;9;True;True;True;All relevant data used in the paper and its Supporting Information files are archived in the Dryad Digital Repository (https://doi.org/10.5061/dryad.6jn86.2 and https://doi.org/10.5061/dryad.mh189). The code used for the analyses presented in this paper is archived online (http://doi.org/10.5281/zenodo.1067800) and is available for download and improvement at https://github.com/embruna/Espin_etal_Editors.;2017;12;True;0;0;0;0;0.0;2.0;0.278;0.0;3;plos biology
28505212.0;5432111;10.1371/journal.pone.0177517;PONE-D-17-05547;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;Disentangling niche competition from grazing mortality in phytoplankton dilution experiments;30;7;True;True;True;Code associated with the manuscript is available at https://github.com/sjbeckett/DilutionMethod-NicheCompetition and is archived at http://doi.org/10.5281/zenodo.264468. doi: 10.5281/zenodo.264468.;2017;5;True;1;1;1;1;1.0;4.0;2.5;2.5;3;plos one
28535802.0;5442648;10.1186/s13059-017-1224-0;1224;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;48;False;True;N-BLR, a primate-specific non-coding transcript leads to colorectal cancer invasion and migration;62;59;True;True;True;The GeneBank accession numbers for the cloned pyknon-containing-regions described in this study are: HQ262399, HQ262400, HQ262401, and HQ262402. The Array Express submission number is E-MTAB-298 and the GEO accession numbers are GSE92915 and GSE92928. The R codes together with the SAS code are deposited in GitHub with the access link: https://github.com/CristinaGitHub/PyknonProject The source codes are released under Mozilla Public License, v. 2.0. The codes are also deposited in Zenodo https://zenodo.org/record/376655 with DOI: 10.5281/zenodo.376655.;2017;5;True;5;5;5;5;0.0;12.0;4.417;3.0;3;genome biology
29641527.0;5894987;10.1371/journal.pone.0194244;PONE-D-17-23910;PLoS ONE;General;General Science & Technology;General Science & Technology;12;True;False;Impact of HIV knowledge and stigma on the uptake of HIV testing – Results from a community-based participatory research survey among migrants from sub-Saharan Africa in Germany;43;13;True;True;True;All data used in this study are available for download from the Zenodo repository (10.5281/zenodo.1187066).;2018;4;True;0;0;0;0;0.0;3.0;1.0;0.5;3;plos one
29631545.0;5892034;10.1186/s12879-018-3063-3;3063;BMC Infectious Diseases;Health Sciences;Biomedical Research;Microbiology;3;False;True;Significant proportion of acute hepatitis B in Poland in 2010–2014 attributed to hospital transmission: combining surveillance and public registries data;33;20;True;True;True;The dataset supporting the conclusions of this article is available in the Zenodo repository: 10.5281/zenodo.1196322 . Demographic data used in analysis were provided by the Department of Demographic Surveys and Labour Market in Central Statistical Office and were publicly available from: http://demografia.stat.gov.pl/bazademografia/Tables.aspx . Data on hospitalization were also publicly available and relevant link was provided in the text.;2018;4;True;0;0;0;0;0.0;1.0;0.33299999999999996;0.0;3;bmc infectious diseases
29420557.0;5805169;10.1371/journal.pone.0191019;PONE-D-17-30658;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Capillary networks and follicular marginal zones in human spleens. Three-dimensional models based on immunostained serial sections;55;35;True;True;True;Relevant data and supplementary material to this paper are available in the Zenodo repository: https://doi.org/10.5281/zenodo.1039241. The material includes the sequence videos of single and double stainings and the 3D models of single and double stainings. S4 Video shows quality control using virtual reality. Two supplemental figures and the settings for colour deconvolution are also included in the repository.;2018;2;True;1;1;1;1;0.0;0.0;0.0;0.0;3;plos one
27044008.0;4833478;10.1371/journal.pone.0152781;PONE-D-15-37743;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Reduction of Pavlovian Bias in Schizophrenia: Enhanced Effects in Clozapine-Administered Patients;79;71;True;True;True;Trial-by-trial behavioural, trial-by-trial cleaned EEG, and modelled parameters data are available from and uploaded to Zenodo. doi://10.5281/zenodo.29601 and doi://10.5281/zenodo.29064. Personal information relating to cognitive performance, symptom ratings, and clinical information have not been included in order to protect patient confidentiality. De-identified data upon request from malbrecht@mprc.umaryland.edu or matthew.albrecht@curtin.edu.au.;2016;4;True;0;0;0;0;1.0;6.0;3.2;3.0;1;plos one
26111936.0;4481119;10.1186/s12862-015-0410-5;410;BMC Evolutionary Biology;Natural Sciences;Biology;Evolutionary Biology;2;False;True;Avian influenza virus exhibits distinct evolutionary dynamics in wild birds and poultry;37;31;True;True;True;The data sets supporting the results of this article are available in the Zenodo repository, http://dx.doi.org/10.5281/zenodo.18622.;2015;6;True;1;1;4;4;5.0;8.0;6.5;6.5;3;bmc evolutionary biology
27362265.0;4928794;10.1371/journal.pone.0157374;PONE-D-16-03103;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Gamma Frequency and the Spatial Tuning of Primary Visual Cortex;43;42;True;True;True;"All the data that led to the conclusions of the present study are available in the Zenodo repository. This includes the merged MEG data, the analyzed pRF data and an explanation of how to extract the pRF size and surface area data. URL: https://zenodo.org/record/50657. This includes all analyzed pRF data for S1-10 and MEG data for S1-5; https://zenodo.org/record/50658. This includes MEG data for S6-10.";2016;6;True;0;0;0;0;0.0;10.0;4.2;4.0;2;plos one
28278177.0;5344375;10.1371/journal.pone.0172526;PONE-D-16-38735;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Efficient string similarity join in multi-core and distributed systems;22;0;True;True;True;Data are available from Zenodo: http://doi.org/10.5281/zenodo.293041.;2017;3;True;0;0;0;0;0.0;7.0;2.0;0.5;3;plos one
27566673.0;5000403;10.1186/s13059-016-1039-4;1039;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;False;True;Streamlined analysis of duplex sequencing data with Du Novo;27;24;True;True;True;All software described here is accessible from http://usegalaxy.org/duplex under the terms of the BSD Open Source License. This publication is based on version 0.4 of Du Novo accessible from https://github.com/galaxyproject/dunovo/releases/tag/v0.4 (doi:10.5281/zenodo.57256). The ABL1 dataset from Schmitt and colleagues is available from the Short Read Archive under accession SRR1799908. The SC8 dataset is available from the Short Read Archive under accession SRR3749606.;2016;7;True;2;2;2;2;1.0;8.0;3.4;3.0;3;genome biology
27504824.0;4978493;10.1371/journal.pone.0160347;PONE-D-16-09420;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Spontaneous Alpha Power Lateralization Predicts Detection Performance in an Un-Cued Signal Detection Task;29;16;True;True;True;All data are available from Zenodo: URL: https://zenodo.org/record/58525: DOI: http://dx.doi.org/10.5281/zenodo.58525;2016;7;True;2;2;2;2;0.0;2.0;0.75;0.5;3;plos one
30359393.0;6201886;10.1371/journal.pone.0205387;PONE-D-17-34191;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;DeepFocus: Detection of out-of-focus regions in whole slide digital images using deep learning;31;12;True;True;True;All files are available from DeepFocus image databaset (DOI: https://doi.org/10.5281/zenodo.1134848) and the source code is available from https://doi.org/10.5281/zenodo.1148821.;2018;7;True;0;0;0;0;0.0;2.0;1.25;1.5;3;plos one
28298237.0;5353968;10.1186/s13059-017-1184-4;1184;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;11;False;True;IRFinder: assessing the impact of intron retention on mammalian gene expression;37;34;True;True;True;IRFinder is freely available under the MIT License with DOI doi.org/10.5281/zenodo.265180 at https://github.com/williamritchie/IRFinder. IRFinder requires a UNIX based system with standard LINUX utilities.;2017;3;True;5;5;5;5;0.0;9.0;2.364;2.0;3;genome biology
25946148.0;4422727;10.1371/journal.pone.0125605;PONE-D-15-01976;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;Reactions to Ingroup and Outgroup Deviants: An Experimental Group Paradigm for Black Sheep Effect;50;15;True;True;True;All data files are available from the Zenodo database, https://zenodo.org/record/13958 (Doi 10.5281/zenodo.13958).;2015;5;True;0;0;0;0;0.0;1.0;0.33299999999999996;0.0;3;plos one
26934985.0;4776372;10.1186/s12864-016-2466-z;2466;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;10;False;True;Thermal reactionomes reveal divergent responses to thermal extremes in warm and cool-climate ant species;86;79;True;True;True;The reproducible and version-controlled scripts underlying the analysis are available at http://dx.doi.org/10.5281/zenodo.46416. The Illumina short-read sequence data supporting the results of this article are available in the NCBI Short Read Archive BioProject repository, PRJNA260626 http://www.ncbi.nlm.nih.gov/bioproject/PRJNA260626/. The Trinity transcriptome assembly, FastAnnotator annotation file and Sailfish gene expression quantification files supporting the results of this article are available from the LTER data portal, datasets hf113-38, hf113-41, and hf113-42 (http://dx.doi.org/10.6073/pasta/05ea6464df30efa2f1e2c7439366bf47).;2016;3;True;0;0;0;0;0.0;4.0;1.8;1.5;3;bmc genomics
29986762.0;6038258;10.1186/s13071-018-2946-x;2946;Parasites & Vectors;Health Sciences;Biomedical Research;Mycology & Parasitology;5;False;True;Temperature-dependent development and freezing survival of protostrongylid nematodes of Arctic ungulates: implications for transmission;68;50;True;True;True;The datasets supporting the conclusions of this article are available in the Zenodo repository, 10.5281/zenodo.1193254.;2018;7;True;1;1;1;1;0.0;3.0;1.6;1.0;3;parasites & vectors
27206521.0;4875740;10.1186/s12862-016-0673-5;673;BMC Evolutionary Biology;Natural Sciences;Biology;Evolutionary Biology;2;False;True;The evolution of anthropoid molar proportions;104;82;True;True;True;The morphometric and phylogenetic data supporting the results of this article, together with an R script that replicates the analyses, are available in the Zenodo repository (http://dx.doi.org/10.5281/zenodo.50108).;2016;5;True;1;1;1;1;0.0;0.0;0.0;0.0;3;bmc evolutionary biology
27254021.0;4890738;10.1371/journal.pgen.1006095;PGENETICS-D-15-02756;PLoS Genetics;Health Sciences;Biomedical Research;Developmental Biology;8;True;False;Endogenous Mouse Dicer Is an Exclusively Cytoplasmic Protein;47;47;True;True;True;The global 5'RACE sequencing data are submitted to the European Nucleotide Archive (ENA) under the accession number PRJEB13567. The original Leica SP5 files are provided under the DOI 10.5281/zenodo.49840.;2016;6;True;2;3;3;3;0.0;11.0;3.375;1.0;3;plos genetics
29415041.0;5802861;10.1371/journal.pone.0191527;PONE-D-17-39146;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;full-FORCE: A target-based method for training recurrent networks;33;22;True;True;True;The software used in this study was written in the MATLAB programming language. Implementations of the algorithm presented in this manuscript have been uploaded to Zenodo and are available using the following DOI: 10.5281/zenodo.1154965.;2018;2;True;1;1;1;1;0.0;5.0;1.2;0.0;3;plos one
27992480.0;5161510;10.1371/journal.pone.0168167;PONE-D-16-27820;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Vocal Imitations of Non-Vocal Sounds;99;36;True;True;True;Data are available from Zenodo at the following URL: https://zenodo.org/record/57468#.V4T1a6uM67A.;2016;7;True;1;2;2;2;0.0;1.0;0.2;0.0;3;plos one
30526631.0;6288901;10.1186/s13059-018-1596-9;1596;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;4;False;True;Comparison of computational methods for the identification of topologically associating domains;56;40;True;True;True;"All the TAD calling software that we tested are open access and available through the links indicated in the corresponding publications. Publicly available Hi-C datasets used in this manuscript have been downloaded from the Gene Expression Omnibus (GSE63525 [2] for the human data; GSE96107 [45] for the mouse data). ChIP-seq datasets used in this manuscript have been downloaded from ENCODE (ENCSR000DZP for SMC3 [48]; ENCSR000BMY [49] and ENCSR000EAC [50] for RAD21; ENCSR000AKB [51], ENCSR000DKV [52], ENCSR000DZN [53], ENCSR000DRZ [54] for CTCF). The scripts used for our analyses are deposited in a GitHub (https://github.com/CSOgroup/TAD-benchmarking-scripts [55]) and Zenodo (DOI: 10.5281/zenodo.1470587; [56]) repositories, released under the “Free Public License 1.0.0” open source license.";2018;7;True;0;0;0;0;0.0;5.0;1.5;0.5;3;genome biology
30217139.0;6137936;10.1186/s12859-018-2347-3;2347;BMC Bioinformatics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;False;True;DM-PhyClus: a Bayesian phylogenetic algorithm for infectious disease transmission cluster inference;49;41;True;True;True;All simulated data generated or analysed during this study are included in this published article or on Zenodo (DOI 10.5281/zenodo.839849). The Québec HIV genotyping program sequences cannot be made publicly available for confidentiality reasons. A small subset of sequences can be provided for verification purposes upon request.;2018;7;True;0;0;0;0;0.0;3.0;1.4;1.0;1;bmc bioinformatics
27955713.0;5154105;10.1186/s13059-016-1097-7;1097;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;15;False;True;Rare and common epilepsies converge on a shared gene regulatory network providing opportunities for novel antiepileptic drug discovery;117;110;True;True;True;The main gene expression dataset used in this study was generated by the UK Brain Expression Consortium and is publicly available in the Gene Expression Omnibus (GEO) under accession GSE60862. The other gene expression datasets used in this study were previously published and are publicly available (see Additional file 2: Table S2 and Methods). The code of R functions newly created for this study is provided as a convenient R-package at https://github.com/adelahay/BrainCell (DOI:10.5281/zenodo.164147) under GNU General public license (GPL) version 3.;2016;7;True;3;6;6;6;0.0;6.0;1.6;1.0;3;genome biology
26589719.0;4654840;10.1186/s12862-015-0534-7;534;BMC Evolutionary Biology;Natural Sciences;Biology;Evolutionary Biology;5;False;True;A comparison of human and mouse gene co-expression networks reveals conservation and divergence at the tissue, pathway and disease levels;68;66;True;True;True;The full data of the co-expression maps are made publicly available in the Zenodo Repository, http://dx.doi.org/10.5281/zenodo.32579. Supplementary material is available both along with the article and in the Zenodo Repository.;2015;7;True;2;2;2;2;0.0;9.0;3.4;1.0;3;bmc evolutionary biology
29530001.0;5848553;10.1186/s12885-018-4178-z;4178;BMC Cancer;Health Sciences;Clinical Medicine;Oncology & Carcinogenesis;3;False;True;Diagnostic and prognostic implications of ribosomal protein transcript expression patterns in human cancers;60;54;True;True;True;This work is in part based on data generated from TCGA Research Network (http://cancergenome.nih.gov) [35]. Clinical annotation files and gene expression data were downloaded from UCSC Xenabrowser (https://xenabrowser.net) [31]. Source code for python scripts using Tensorflow to generate t-SNE plots are available from https://zenodo.org/record/1037563 (DOI: 10.5281/zenodo.1037563).;2018;3;True;1;1;1;1;0.0;4.0;1.6669999999999998;1.0;3;bmc cancer
30041657.0;6058388;10.1186/s13059-018-1466-5;1466;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;6;False;True;Differential gene expression analysis tools exhibit substandard performance for long non-coding RNA-sequencing data;55;36;True;True;True;The RNA-seq data sets used in this study can be accessed from GEO repository [38] with accession numbers GSE49711 (for Zhang data [36]), GSE104756 (for NGP nutlin-3 data), GSE20895 (for the Hammer data [39]), and GSE26024 (for the Bottomly data [40]). The GTEx data can be accessed from the GTEx project repository [41]. The processed data and sample annotation of the CRC AZA data can be accessed in Additional file 6 [42]. Source codes used for data analysis are located on GitHub (https://github.com/CenterForStatistics-UGent/Additional-File-6.git) and zenodo (10.5281/zenodo.1283157) [42].;2018;7;True;1;1;1;1;0.0;15.0;4.833;2.0;3;genome biology
